,YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
5917,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.7,,,2.3,14.2,23.1,715.0,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5918,2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,,,1.0,2.3,6.1,763.0,Female,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
5961,2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.1,,,0.8,2.5,5.6,2103.0,Overall,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
5962,2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.3,,,1.2,15.0,19.6,2289.0,Overall,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
5963,2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.8,,,0.9,2.1,5.5,1018.0,Male,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
5964,2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.9,,,1.5,13.0,18.7,1100.0,Male,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
5965,2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.8,,,1.5,15.8,21.8,1179.0,Female,All Races,All Ages,High School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
5966,2004,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.1,,,1.0,2.2,6.1,1071.0,Female,All Races,All Ages,Middle School,"(40.13057004800049, -74.27369128799967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6003,2004,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.2,,,1.4,8.6,13.9,1662.0,Overall,All Races,All Ages,Middle School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6004,2004,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.4,,,1.5,8.4,14.3,800.0,Male,All Races,All Ages,Middle School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6005,2004,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.9,,,1.7,7.6,14.1,851.0,Female,All Races,All Ages,Middle School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6033,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,,,0.8,7.7,11.0,2984.0,Overall,All Races,All Ages,Middle School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6034,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.3,,,1.7,23.9,30.6,3175.0,Overall,All Races,All Ages,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6035,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,0.9,7.9,11.6,1509.0,Male,All Races,All Ages,Middle School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6036,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.7,,,1.9,24.9,32.4,1589.0,Male,All Races,All Ages,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6037,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.7,,,2.0,21.8,29.6,1578.0,Female,All Races,All Ages,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6038,2004,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,,,1.1,6.8,10.9,1470.0,Female,All Races,All Ages,Middle School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6075,2004,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.6,,,1.7,7.2,14.0,1428.0,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6076,2004,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.8,6.2,13.3,693.0,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6077,2004,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.3,,,2.2,7.0,15.6,733.0,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6099,2004,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,0.8,8.1,11.3,9114.0,Overall,All Races,All Ages,Middle School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6100,2004,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.0,,,0.9,8.3,11.7,4451.0,Male,All Races,All Ages,Middle School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6101,2004,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.5,,,1.0,7.4,11.5,4627.0,Female,All Races,All Ages,Middle School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6129,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.8,,,0.8,4.2,7.4,1702.0,Overall,All Races,All Ages,Middle School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6130,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.4,,,3.2,16.0,28.8,1396.0,Overall,All Races,All Ages,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6131,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.4,,,3.4,14.8,28.1,695.0,Male,All Races,All Ages,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6132,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.5,,,1.2,4.2,8.7,847.0,Male,All Races,All Ages,Middle School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6133,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.2,,,0.8,3.5,6.8,853.0,Female,All Races,All Ages,Middle School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6134,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.2,,,3.6,16.3,30.2,693.0,Female,All Races,All Ages,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6177,2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.1,,,0.6,1.9,4.3,1030.0,Overall,All Races,All Ages,High School,"(18.335765, -64.896335)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6178,2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.1,,,0.6,2.0,4.2,1705.0,Overall,All Races,All Ages,Middle School,"(18.335765, -64.896335)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6179,2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.1,,,0.9,1.3,4.8,450.0,Male,All Races,All Ages,High School,"(18.335765, -64.896335)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6180,2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,,,0.6,2.0,4.5,859.0,Male,All Races,All Ages,Middle School,"(18.335765, -64.896335)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6181,2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.8,,,0.8,1.2,4.4,835.0,Female,All Races,All Ages,Middle School,"(18.335765, -64.896335)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6182,2004,VI,Virgin Islands,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.0,,,0.8,1.3,4.6,577.0,Female,All Races,All Ages,High School,"(18.335765, -64.896335)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6225,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.7,,,0.9,5.9,9.5,1629.0,Overall,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6226,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.9,,,1.9,17.3,24.6,1409.0,Overall,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6227,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.1,,,2.5,15.3,25.0,675.0,Male,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6228,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.4,,,1.1,6.2,10.5,844.0,Male,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6229,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.8,,,2.1,17.7,25.9,729.0,Female,All Races,All Ages,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6230,2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.8,,,1.2,4.3,9.2,782.0,Female,All Races,All Ages,Middle School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6273,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.7,,,1.4,15.0,20.5,1557.0,Overall,All Races,All Ages,High School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6274,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.2,6.3,11.1,2066.0,Overall,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6275,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.0,,,2.0,15.0,23.0,755.0,Male,All Races,All Ages,High School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6276,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.1,6.5,10.9,1041.0,Male,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6277,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.6,5.6,11.8,1024.0,Female,All Races,All Ages,Middle School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6278,2003,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.5,,,1.5,13.5,19.6,800.0,Female,All Races,All Ages,High School,"(34.865970280000454, -111.76381127699972)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6321,2003,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.2,,,0.4,12.3,14.0,14610.0,Overall,All Races,All Ages,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6322,2003,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.9,,,0.5,3.0,4.9,10545.0,Overall,All Races,All Ages,Middle School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6323,2003,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.6,3.2,5.6,4858.0,Male,All Races,All Ages,Middle School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6324,2003,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.4,,,0.7,13.1,15.8,6848.0,Male,All Races,All Ages,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6325,2003,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.4,,,0.5,2.4,4.4,5644.0,Female,All Races,All Ages,Middle School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6326,2003,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.9,,,0.7,10.4,13.4,7713.0,Female,All Races,All Ages,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6363,2003,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.3,,,0.3,4.8,5.9,10170.0,Overall,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6364,2003,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.8,,,0.3,4.1,5.4,5084.0,Male,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6365,2003,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.9,,,0.4,5.2,6.6,5058.0,Female,All Races,All Ages,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6387,2003,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.4,,,1.0,7.3,11.4,1585.0,Overall,All Races,All Ages,Middle School,"(43.682630005000476, -114.3637300419997)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6388,2003,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.5,,,1.1,5.3,9.7,800.0,Male,All Races,All Ages,Middle School,"(43.682630005000476, -114.3637300419997)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6389,2003,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.2,,,1.3,8.6,13.8,779.0,Female,All Races,All Ages,Middle School,"(43.682630005000476, -114.3637300419997)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6417,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.3,,,1.2,25.9,30.6,3457.0,Overall,All Races,All Ages,High School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6418,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.2,,,0.9,5.5,8.9,3892.0,Overall,All Races,All Ages,Middle School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6419,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.9,,,0.9,5.1,8.7,2023.0,Male,All Races,All Ages,Middle School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6420,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.3,,,1.4,23.6,28.9,1635.0,Male,All Races,All Ages,High School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6421,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.6,,,1.0,5.6,9.5,1863.0,Female,All Races,All Ages,Middle School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6422,2003,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,29.9,,,1.7,26.6,33.3,1799.0,Female,All Races,All Ages,High School,"(44.6613195430005, -84.71439026999968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6459,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.0,,,0.6,9.8,12.2,11576.0,Overall,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6460,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.4,,,0.8,21.8,24.9,10266.0,Overall,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6461,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.0,,,1.0,24.1,27.9,4791.0,Male,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6462,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.0,,,0.7,10.6,13.4,5573.0,Male,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6463,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.6,,,1.0,18.7,22.6,5432.0,Female,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6464,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,0.7,8.5,11.1,5969.0,Female,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6507,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.5,,,1.8,21.0,27.9,1366.0,Overall,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6508,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.8,,,1.1,6.5,11.0,1433.0,Overall,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6509,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.4,,,2.6,19.3,29.6,650.0,Male,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6510,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.2,,,1.3,6.6,11.8,697.0,Male,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6511,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.3,,,1.3,5.9,10.8,730.0,Female,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6512,2003,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.1,,,1.8,20.5,27.8,708.0,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6555,2003,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.3,,,1.8,22.7,29.9,1638.0,Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
6556,2003,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.5,,,2.9,6.9,18.1,1684.0,Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
6557,2003,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.9,,,2.1,21.8,30.0,756.0,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
6558,2003,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.2,,,1.8,5.6,12.8,850.0,Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
6559,2003,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.4,,,3.0,6.6,18.2,818.0,Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
6560,2003,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.3,,,2.4,21.6,31.0,878.0,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
6603,2003,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.5,,,1.4,14.7,20.2,2061.0,Overall,All Races,All Ages,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
