"","X1","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current"
"720",5520,2005,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,7.4,15.9,596,"Male","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,11.6
"721",5521,2005,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.6,21.8,32.1,558,"Male","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,26.9
"722",5522,2005,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,6.7,14.7,584,"Female","All Races","All Ages","Middle School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,10.7
"723",5523,2005,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.6,16.6,26.7,629,"Female","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,21.7
"724",5560,2005,"SD","South Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,3.3,12.1,2735,"Overall","All Races","All Ages","Middle School","(44.353130053000484, -100.3735306369997)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.7
"725",5561,2005,"SD","South Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.1,2.1,14.2,1399,"Male","All Races","All Ages","Middle School","(44.353130053000484, -100.3735306369997)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,8.2
"726",5562,2005,"SD","South Dakota","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,3.7,10.7,1331,"Female","All Races","All Ages","Middle School","(44.353130053000484, -100.3735306369997)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.2
"727",5590,2005,"UT","Utah","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,7,13.6,3244,"Overall","All Races","All Ages","High School","(39.360700171000474, -111.58713063499971)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,10.3
"728",5591,2005,"UT","Utah","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,1,2.9,1447,"Overall","All Races","All Ages","Middle School","(39.360700171000474, -111.58713063499971)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,2
"729",5592,2005,"UT","Utah","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.6,6,20.3,1547,"Male","All Races","All Ages","High School","(39.360700171000474, -111.58713063499971)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,13.1
"730",5593,2005,"UT","Utah","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,0.7,2.5,703,"Male","All Races","All Ages","Middle School","(39.360700171000474, -111.58713063499971)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,1.6
"731",5594,2005,"UT","Utah","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,0.7,3.7,734,"Female","All Races","All Ages","Middle School","(39.360700171000474, -111.58713063499971)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,2.2
"732",5595,2005,"UT","Utah","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.4,9.4,1678,"Female","All Races","All Ages","High School","(39.360700171000474, -111.58713063499971)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,7.4
"733",5632,2005,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,24,31.7,1234,"Overall","All Races","All Ages","High School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,27.8
"734",5633,2005,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,23.3,29.9,566,"Male","All Races","All Ages","High School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,26.6
"735",5634,2005,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.8,23.5,34.3,653,"Female","All Races","All Ages","High School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,28.9
"736",5662,2004,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,19.8,28.3,1481,"Overall","All Races","All Ages","High School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,24
"737",5663,2004,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,9.6,16.5,1362,"Overall","All Races","All Ages","Middle School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,13.1
"738",5664,2004,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.5,22.6,32.3,715,"Male","All Races","All Ages","High School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.5
"739",5665,2004,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,10.6,17.5,658,"Male","All Races","All Ages","Middle School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,14
"740",5666,2004,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,7.8,16.1,701,"Female","All Races","All Ages","Middle School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,11.9
"741",5667,2004,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.4,15.7,25,764,"Female","All Races","All Ages","High School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,20.4
"742",5710,2004,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,20.1,24.7,2190,"Overall","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,22.4
"743",5711,2004,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,7.9,10.9,2470,"Overall","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,9.4
"744",5712,2004,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,17.1,23.4,1080,"Male","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,20.2
"745",5713,2004,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,6.6,11.3,1197,"Male","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,9
"746",5714,2004,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,21.6,28,1100,"Female","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,24.8
"747",5715,2004,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,7.8,11.6,1256,"Female","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,9.7
"748",5758,2004,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,19.4,23.2,3335,"Overall","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,21.3
"749",5759,2004,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,6,9.6,1920,"Overall","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.8
"750",5760,2004,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,3.9,7.4,978,"Male","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.7
"751",5761,2004,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,20.2,25.5,1613,"Male","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22.8
"752",5762,2004,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,7.6,12.5,931,"Female","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,10.1
"753",5763,2004,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,17.3,21.6,1706,"Female","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.4
"754",5806,2004,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,4.3,10,1863,"Overall","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7.2
"755",5807,2004,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,16.4,22.6,1749,"Overall","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.5
"756",5808,2004,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,14.7,22.3,872,"Male","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,18.5
"757",5809,2004,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,3.8,9.7,983,"Male","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.7
"758",5810,2004,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,17.3,23.3,865,"Female","All Races","All Ages","High School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,20.3
"759",5811,2004,"IA","Iowa","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,4.1,10.6,873,"Female","All Races","All Ages","Middle School","(42.46940091300047, -93.81649055599968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7.4
"760",5845,2004,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,23.8,31.9,2065,"Overall","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,27.9
"761",5846,2004,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.4,22,31.5,1011,"Male","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,26.8
"762",5847,2004,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.5,24.3,34,1036,"Female","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,29.1
"763",5869,2004,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,19.6,24.7,2378,"Overall","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,22.1
"764",5870,2004,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,10,14,2841,"Overall","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,12
"765",5871,2004,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,21.2,27.4,1066,"Male","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,24.3
"766",5872,2004,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,10,15.7,1355,"Male","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,12.8
"767",5873,2004,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,8.6,13.5,1471,"Female","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,11
"768",5874,2004,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,16.8,22.6,1302,"Female","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,19.7
"769",5913,2004,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2.4,5.1,1603,"Overall","All Races","All Ages","Middle School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.8
"770",5914,2004,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,15.7,22.5,1407,"Overall","All Races","All Ages","High School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.1
"771",5915,2004,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2,4.7,835,"Male","All Races","All Ages","Middle School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.3
"772",5916,2004,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,15.5,23.1,683,"Male","All Races","All Ages","High School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19.3
"773",5917,2004,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.3,14.2,23.1,715,"Female","All Races","All Ages","High School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.7
"774",5918,2004,"NH","New Hampshire","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,2.3,6.1,763,"Female","All Races","All Ages","Middle School","(43.65595011300047, -71.50036091999965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.2
"775",5961,2004,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,2.5,5.6,2103,"Overall","All Races","All Ages","Middle School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.1
"776",5962,2004,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,15,19.6,2289,"Overall","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,17.3
"777",5963,2004,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.1,5.5,1018,"Male","All Races","All Ages","Middle School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.8
"778",5964,2004,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,13,18.7,1100,"Male","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,15.9
"779",5965,2004,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,15.8,21.8,1179,"Female","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.8
"780",5966,2004,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,2.2,6.1,1071,"Female","All Races","All Ages","Middle School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.1
"781",6003,2004,"NM","New Mexico","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,8.6,13.9,1662,"Overall","All Races","All Ages","Middle School","(34.52088095200048, -106.24058098499967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,11.2
"782",6004,2004,"NM","New Mexico","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,8.4,14.3,800,"Male","All Races","All Ages","Middle School","(34.52088095200048, -106.24058098499967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,11.4
"783",6005,2004,"NM","New Mexico","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,7.6,14.1,851,"Female","All Races","All Ages","Middle School","(34.52088095200048, -106.24058098499967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,10.9
